Zeit (TT-MM hh:mm),Wärme gesamt (kW),Kälte gesamt (kW),Strom gesamt (kW),Zone 1-Raumwärme (kW),Zone 1-Trinkwarmwasser (kW),Zone 1-Klimatisierung (kW),Zone 1-Prozesskälte (kW),Zone 1-Nutzerstrom (kW),Zone 1-Elektromobilität (kW)
02-02 20:00,229.1,0.0,0.0,229.0,0.0,0,0,0,0
02-02 21:00,201.8,0.0,0.0,201.8000030517578,0.0,0,0,0,0
02-02 22:00,203.8,0.0,0.0,203.8000030517578,0.0,0,0,0,0
02-02 23:00,190.5,0.0,0.0,190.5,0.0,0,0,0,0
03-02 00:00,181.2,0.0,0.0,181.1999969482422,0.0,0,0,0,0
03-02 01:00,197.6,0.0,0.0,197.60000610351562,0.0,0,0,0,0
03-02 02:00,193.7,0.0,0.0,193.6999969482422,0.0,0,0,0,0
03-02 03:00,186.0,0.0,0.0,186.0,0.0,0,0,0,0
03-02 04:00,194.3,0.0,0.0,194.3000030517578,0.0,0,0,0,0
03-02 05:00,190.4,0.0,0.0,190.39999389648438,0.0,0,0,0,0
03-02 06:00,211.1,0.0,0.0,210.8000030517578,0.30000001192092896,0,0,0,0
03-02 07:00,237.0,0.0,0.0,236.60000610351562,0.4000000059604645,0,0,0,0
03-02 08:00,230.3,0.0,0.0,229.39999389648438,0.8999999761581421,0,0,0,0
03-02 09:00,220.3,0.0,0.0,219.1999969482422,1.100000023841858,0,0,0,0
03-02 10:00,183.3,0.0,0.0,182.10000610351562,1.2000000476837158,0,0,0,0
03-02 11:00,164.1,0.0,0.0,162.89999389648438,1.2000000476837158,0,0,0,0
03-02 12:00,153.5,0.0,0.0,152.39999389648438,1.100000023841858,0,0,0,0
03-02 13:00,121.0,0.0,0.0,119.9000015258789,1.100000023841858,0,0,0,0
03-02 14:00,80.0,0.0,0.0,79.0999984741211,0.800000011920929,0,0,0,0
03-02 15:00,82.8,0.0,0.0,82.19999694824219,0.6000000238418579,0,0,0,0
03-02 16:00,86.8,0.0,0.0,86.69999694824219,0.10000000149011612,0,0,0,0
03-02 17:00,96.4,0.0,0.0,96.4000015258789,0.0,0,0,0,0
03-02 18:00,101.7,0.0,0.0,101.69999694824219,0.0,0,0,0,0
03-02 19:00,100.0,0.0,0.0,100.0,0.0,0,0,0,0
03-02 20:00,96.2,0.0,0.0,96.19999694824219,0.0,0,0,0,0
03-02 21:00,103.8,0.0,0.0,103.80000305175781,0.0,0,0,0,0
03-02 22:00,87.7,0.0,0.0,87.69999694824219,0.0,0,0,0,0
03-02 23:00,101.4,0.0,0.0,101.4000015258789,0.0,0,0,0,0
04-02 00:00,132.2,0.0,0.0,132.1999969482422,0.0,0,0,0,0
04-02 01:00,194.2,0.0,0.0,194.1999969482422,0.0,0,0,0,0
